Cell Cgi,Cell Tower Location,Comm Identifier,Comm Timedate String,Comm Type,Latitude,Longitude
5050101531F05,CENTRAL SRA DONOR,91aba4a11359ff3af7902428d20cfa7e676c36e7,9/5/14 13:46,Phone,-33.88024,151.20569
5050101531F05,REDFERN TE,a804558e420ececf05faedf05722704a115f1b50,9/5/14 16:41,Phone,-33.89293336,151.2022962
5050120576C03,REDFERN TE,91aba4a11359ff3af7902428d20cfa7e676c36e7,9/5/14 16:42,Phone,-33.89293336,151.2022962
5.05E+12,MANLY #,91aba4a11359ff3af7902428d20cfa7e676c36e7,9/6/14 20:05,Phone,-33.796679,151.285293
5.05E+12,HAYMARKET #,91aba4a11359ff3af7902428d20cfa7e676c36e7,9/7/14 20:41,Phone,-33.88032891,151.2056904
5050101531F08,REDFERN TE,70e1f163d854d4e9b63e9a3f4056ced467567d85,9/8/14 0:07,SMS,-33.89293336,151.2022962
5050101531F05,REDFERN TE,91aba4a11359ff3af7902428d20cfa7e676c36e7,9/8/14 8:16,Phone,-33.89293336,151.2022962
5050101531F08,REDFERN TE,6bbc17070aa91e2dab7909b96c6eecbd6109ba56,9/8/14 8:17,Phone,-33.89293336,151.2022962
5.05E+12,REDFERN TE,b9ac4ec5dea89a5d8cac2854bfa0161989d3aa66,9/8/14 16:26,Phone,-33.89293336,151.2022962
50501200D9E01,REDFERN TE,bc0b01860486b0f0a240ce8419d3d7553fe404ab,9/10/14 9:40,SMS,-33.89293336,151.2022962
50501200D9E01,REDFERN TE,bc0b01860486b0f0a240ce8419d3d7553fe404ab,9/10/14 9:40,SMS,-33.89293336,151.2022962
50501200D9E01,REDFERN TE,bc0b01860486b0f0a240ce8419d3d7553fe404ab,9/10/14 9:40,SMS,-33.89293336,151.2022962
50501200D9E01,REDFERN TE,bc0b01860486b0f0a240ce8419d3d7553fe404ab,9/10/14 9:42,SMS,-33.89293336,151.2022962
5050101531F05,REDFERN TE,bc0b01860486b0f0a240ce8419d3d7553fe404ab,9/11/14 12:34,SMS,-33.89293336,151.2022962
50501200D9E01,REDFERN TE,bc0b01860486b0f0a240ce8419d3d7553fe404ab,9/11/14 12:34,SMS,-33.89293336,151.2022962
5.05E+12,REDFERN TE,506f74c16a228ac966a2c785cc5cdb32946c769d,9/11/14 16:17,Phone,-33.89293336,151.2022962
5050101531F07,REDFERN TE,a804558e420ececf05faedf05722704a115f1b50,9/13/14 13:27,Phone,-33.89293336,151.2022962
50501015334B3,REDFERN TE,70e1f163d854d4e9b63e9a3f4056ced467567d85,9/14/14 18:22,Phone,-33.89293336,151.2022962
50501015334B6,CHIPPENDALE,a5834ee77b2c1dd26c78966f5e2c989c453878ba,9/14/14 19:46,Phone,-33.88417103,151.20235
5050101531F08,CHIPPENDALE,bc0b01860486b0f0a240ce8419d3d7553fe404ab,9/14/14 20:37,SMS,-33.88417103,151.20235
50501200D9E01,REDFERN TE,a5834ee77b2c1dd26c78966f5e2c989c453878ba,9/15/14 19:11,Phone,-33.89293336,151.2022962
50501200D9E01,REDFERN TE,bc0b01860486b0f0a240ce8419d3d7553fe404ab,9/15/14 20:51,SMS,-33.89293336,151.2022962
50501200D9E01,REDFERN TE,bc0b01860486b0f0a240ce8419d3d7553fe404ab,9/15/14 21:00,SMS,-33.89293336,151.2022962
5050101531F08,REDFERN TE,bc0b01860486b0f0a240ce8419d3d7553fe404ab,9/15/14 21:03,SMS,-33.89293336,151.2022962
50501200D9E01,REDFERN TE,91aba4a11359ff3af7902428d20cfa7e676c36e7,9/16/14 9:51,Phone,-33.89293336,151.2022962
50501200D9E01,REDFERN TE,c13b4711ebc07ab70537d8d6f6326edb1c7b419a,9/16/14 18:47,SMS,-33.89293336,151.2022962
50501200D9E01,REDFERN TE,c13b4711ebc07ab70537d8d6f6326edb1c7b419a,9/16/14 18:49,SMS,-33.89293336,151.2022962
5050101531F08,REDFERN TE,c13b4711ebc07ab70537d8d6f6326edb1c7b419a,9/16/14 18:50,SMS,-33.89293336,151.2022962
5050101531F05,REDFERN TE,67c07d37c0f4d15d13c03c83030ca29450920a10,9/16/14 18:51,Phone,-33.89293336,151.2022962
50501200D9E01,REDFERN TE,12e3d1b0c95aa32b6890c4455918dfc10e09fb51,9/16/14 20:35,Phone,-33.89293336,151.2022962
50501200D9E01,REDFERN TE,bc0b01860486b0f0a240ce8419d3d7553fe404ab,9/16/14 22:35,SMS,-33.89293336,151.2022962
50501200D9E01,REDFERN TE,bc0b01860486b0f0a240ce8419d3d7553fe404ab,9/16/14 22:41,SMS,-33.89293336,151.2022962
50501200D9E01,REDFERN TE,bc0b01860486b0f0a240ce8419d3d7553fe404ab,9/16/14 22:42,SMS,-33.89293336,151.2022962
50501200D9E01,REDFERN TE,bc0b01860486b0f0a240ce8419d3d7553fe404ab,9/16/14 22:44,SMS,-33.89293336,151.2022962
50501200D9E01,REDFERN TE,bc0b01860486b0f0a240ce8419d3d7553fe404ab,9/16/14 22:48,SMS,-33.89293336,151.2022962
50501200D9E01,REDFERN TE,bc0b01860486b0f0a240ce8419d3d7553fe404ab,9/16/14 22:50,SMS,-33.89293336,151.2022962
50501200D9E01,REDFERN TE,bc0b01860486b0f0a240ce8419d3d7553fe404ab,9/16/14 22:51,SMS,-33.89293336,151.2022962
50501200D9E01,REDFERN TE,bc0b01860486b0f0a240ce8419d3d7553fe404ab,9/16/14 22:51,SMS,-33.89293336,151.2022962
50501200D9E01,REDFERN TE,bc0b01860486b0f0a240ce8419d3d7553fe404ab,9/16/14 22:52,SMS,-33.89293336,151.2022962
50501200D9E01,REDFERN TE,bc0b01860486b0f0a240ce8419d3d7553fe404ab,9/16/14 22:52,SMS,-33.89293336,151.2022962
50501200D9E01,REDFERN TE,bc0b01860486b0f0a240ce8419d3d7553fe404ab,9/16/14 22:55,SMS,-33.89293336,151.2022962
50501200D9E01,REDFERN TE,bc0b01860486b0f0a240ce8419d3d7553fe404ab,9/16/14 22:56,SMS,-33.89293336,151.2022962
50501200D9E01,REDFERN TE,bc0b01860486b0f0a240ce8419d3d7553fe404ab,9/16/14 22:57,SMS,-33.89293336,151.2022962
50501200D9E01,REDFERN TE,bc0b01860486b0f0a240ce8419d3d7553fe404ab,9/16/14 22:58,SMS,-33.89293336,151.2022962
50501200D9E01,REDFERN TE,bc0b01860486b0f0a240ce8419d3d7553fe404ab,9/16/14 22:59,SMS,-33.89293336,151.2022962
50501200D9E01,REDFERN TE,bc0b01860486b0f0a240ce8419d3d7553fe404ab,9/16/14 23:00,SMS,-33.89293336,151.2022962
50501200D9E01,REDFERN TE,bc0b01860486b0f0a240ce8419d3d7553fe404ab,9/16/14 23:00,SMS,-33.89293336,151.2022962
50501200D9E01,REDFERN TE,bc0b01860486b0f0a240ce8419d3d7553fe404ab,9/16/14 23:00,SMS,-33.89293336,151.2022962
50501200D9E01,REDFERN TE,bc0b01860486b0f0a240ce8419d3d7553fe404ab,9/16/14 23:01,SMS,-33.89293336,151.2022962
50501200D9E01,REDFERN TE,bc0b01860486b0f0a240ce8419d3d7553fe404ab,9/16/14 23:02,SMS,-33.89293336,151.2022962
5050101531F05,REDFERN TE,bc0b01860486b0f0a240ce8419d3d7553fe404ab,9/16/14 23:05,SMS,-33.89293336,151.2022962
50501200D9E01,REDFERN TE,bc0b01860486b0f0a240ce8419d3d7553fe404ab,9/16/14 23:05,SMS,-33.89293336,151.2022962
5050101531F08,REDFERN TE,6bbc17070aa91e2dab7909b96c6eecbd6109ba56,9/17/14 9:36,Phone,-33.89293336,151.2022962
5050101532B22,REDFERN TE,b9ac4ec5dea89a5d8cac2854bfa0161989d3aa66,9/17/14 9:38,Phone,-33.89293336,151.2022962
50501200D9E01,CHIPPENDALE,6bbc17070aa91e2dab7909b96c6eecbd6109ba56,9/17/14 18:09,Phone,-33.88417103,151.20235
50501200D9E01,REDFERN TE,bc0b01860486b0f0a240ce8419d3d7553fe404ab,9/17/14 18:52,SMS,-33.89293336,151.2022962
50501200D9E01,REDFERN TE,bc0b01860486b0f0a240ce8419d3d7553fe404ab,9/17/14 18:52,SMS,-33.89293336,151.2022962
5050101531F05,REDFERN TE,bc0b01860486b0f0a240ce8419d3d7553fe404ab,9/17/14 19:03,SMS,-33.89293336,151.2022962
505010153424C,REDFERN TE,91aba4a11359ff3af7902428d20cfa7e676c36e7,9/17/14 19:40,Phone,-33.89293336,151.2022962
5.05E+12,SURRY HILLS 418A ELIZABETH ST,940f140cc66e34363d81ec5d0c8d9c05c72d6887,9/19/14 10:04,Phone,-33.8864,151.2088
5050101534C59,REDFERN TE,6bbc17070aa91e2dab7909b96c6eecbd6109ba56,9/19/14 19:17,Phone,-33.89293336,151.2022962
505010152532C,CREMORNE JUNCTION; GERARD ST,a804558e420ececf05faedf05722704a115f1b50,9/20/14 16:49,Phone,-33.828073,151.226275
5050101525AA6,FAIRLIGHT 137 SYDNEY RD,a804558e420ececf05faedf05722704a115f1b50,9/20/14 17:05,Phone,-33.79661,151.27756
5.05E+12,MANLY SOUTH STEYNE,c8f92bd0f4e6fb45ed7fce96fc831b283db2b642,9/20/14 19:46,Phone,-33.79948,151.28934
5.05E+12,FAIRLIGHT 137 SYDNEY RD,c22670da93038f568c4a3bd8ae22f9e6fef2c5a2,9/21/14 12:07,SMS,-33.79661,151.27756
5.05E+12,FAIRLIGHT 137 SYDNEY RD,c22670da93038f568c4a3bd8ae22f9e6fef2c5a2,9/21/14 12:09,SMS,-33.79661,151.27756
5.05E+12,FAIRLIGHT 137 SYDNEY RD,c22670da93038f568c4a3bd8ae22f9e6fef2c5a2,9/21/14 12:09,SMS,-33.79661,151.27756
50501015325CB,FAIRLIGHT 137 SYDNEY RD,c22670da93038f568c4a3bd8ae22f9e6fef2c5a2,9/21/14 12:15,SMS,-33.79661,151.27756
505010152532F,ULTIMO BULWARA RD,a804558e420ececf05faedf05722704a115f1b50,9/21/14 15:46,Phone,-33.879,151.19801
5.05E+12,FAIRLIGHT 137 SYDNEY RD,a804558e420ececf05faedf05722704a115f1b50,9/21/14 16:16,Phone,-33.79661,151.27756
505010152532C,FAIRLIGHT 137 SYDNEY RD,,9/23/14 6:34,Internet,-33.79661,151.27756
5.05E+12,MANLY #,,9/23/14 9:10,Internet,-33.796679,151.285293
5.05E+12,MANLY #,,9/23/14 9:10,Internet,-33.796679,151.285293
505010152532C,FAIRLIGHT 137 SYDNEY RD,,9/23/14 9:10,Internet,-33.79661,151.27756
5.05E+12,HARBORD 22 WAINE ST,,9/23/14 9:16,Internet,-33.779333,151.276901
5.05E+12,HARBORD 22 WAINE ST,,9/23/14 9:16,Internet,-33.779333,151.276901
505012056A101,SPIT BRIDGE,,9/23/14 9:17,Internet,-33.80638,151.24698
5.05E+12,KENT #,,9/23/14 10:09,Internet,-33.86633,151.20469
5.05E+12,KENT #,,9/23/14 10:09,Internet,-33.86633,151.20469
5.05E+12,KENT #,c6a13ece9733678b4108757dfe586e4180cae7bd,9/23/14 10:09,Phone,-33.86633,151.20469
505010153111F,HAYMARKET #,,9/23/14 10:29,Internet,-33.88032891,151.2056904
505010153111F,HAYMARKET #,,9/23/14 10:29,Internet,-33.88032891,151.2056904
505010153136E,HAYMARKET #,c748478c467be6a3adb9729eccb88e49d8270785,9/23/14 10:30,Phone,-33.88032891,151.2056904
5050101532B23,CHIPPENDALE,,9/23/14 15:00,Internet,-33.88417103,151.20235
5050101532B23,CHIPPENDALE,,9/23/14 17:25,Internet,-33.88417103,151.20235
5050101532B23,CHIPPENDALE,,9/23/14 17:25,Internet,-33.88417103,151.20235
5050101532B23,CHIPPENDALE,,9/23/14 17:51,Internet,-33.88417103,151.20235
5050101532B23,CHIPPENDALE,,9/23/14 17:51,Internet,-33.88417103,151.20235
5.05E+12,HARBORD 22 WAINE ST,,9/23/14 17:51,Internet,-33.779333,151.276901
5.05E+12,MANLY #,,9/23/14 18:56,Internet,-33.796679,151.285293
5.05E+12,MANLY #,,9/23/14 18:56,Internet,-33.796679,151.285293
5.05E+12,KENT #,,9/24/14 9:43,Internet,-33.86633,151.20469
5.05E+12,KENT #,,9/24/14 9:43,Internet,-33.86633,151.20469
505010153136E,KENT #,12e3d1b0c95aa32b6890c4455918dfc10e09fb51,9/24/14 9:43,Phone,-33.86633,151.20469
5.05E+12,KENT #,,9/24/14 9:44,Internet,-33.86633,151.20469
5.05E+12,KENT #,,9/24/14 9:44,Internet,-33.86633,151.20469
5050120576C03,KENT #,6bbc17070aa91e2dab7909b96c6eecbd6109ba56,9/24/14 9:44,Phone,-33.86633,151.20469
5050101532B23,CHIPPENDALE,,9/24/14 10:08,Internet,-33.88417103,151.20235
5050101532B23,CHIPPENDALE,,9/24/14 10:08,Internet,-33.88417103,151.20235
5050101532B23,CHIPPENDALE,,9/24/14 10:09,Internet,-33.88417103,151.20235
505010153111F,HAYMARKET #,,9/24/14 10:14,Internet,-33.88032891,151.2056904
505010153111F,HAYMARKET #,,9/24/14 10:14,Internet,-33.88032891,151.2056904
505010153111F,HAYMARKET #,,9/24/14 12:10,Internet,-33.88032891,151.2056904
505010153111F,HAYMARKET #,,9/24/14 12:10,Internet,-33.88032891,151.2056904
5050101532B23,CHIPPENDALE,,9/24/14 13:39,Internet,-33.88417103,151.20235
5050101532B23,CHIPPENDALE,,9/24/14 13:39,Internet,-33.88417103,151.20235
50501015388B9,REDFERN TE,,9/24/14 13:41,Internet,-33.89293336,151.2022962
505010153744F,CHINATOWN,,9/24/14 13:41,Internet,-33.87829,151.20345
505010153744F,CHINATOWN,,9/24/14 13:41,Internet,-33.87829,151.20345
50501015388B9,REDFERN TE,,9/24/14 13:52,Internet,-33.89293336,151.2022962
50501015388B9,REDFERN TE,,9/24/14 13:52,Internet,-33.89293336,151.2022962
5050101532B23,CHIPPENDALE,,9/24/14 13:53,Internet,-33.88417103,151.20235
5050101532B23,CHIPPENDALE,,9/24/14 14:06,Internet,-33.88417103,151.20235
5050101532B23,CHIPPENDALE,,9/24/14 14:06,Internet,-33.88417103,151.20235
5050101532B23,CHIPPENDALE,,9/24/14 17:06,Internet,-33.88417103,151.20235
5050101532B23,CHIPPENDALE,,9/24/14 17:06,Internet,-33.88417103,151.20235
5050101532B23,CHIPPENDALE,,9/24/14 17:07,Internet,-33.88417103,151.20235
5050101532B23,CHIPPENDALE,,9/24/14 17:07,Internet,-33.88417103,151.20235
505010153111F,HAYMARKET #,,9/24/14 17:10,Internet,-33.88032891,151.2056904
505010153111F,HAYMARKET #,,9/24/14 17:10,Internet,-33.88032891,151.2056904
505012056EF02,BALGOWLAH HAYES ST,,9/24/14 17:17,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,9/24/14 19:08,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,9/24/14 19:08,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,9/24/14 19:09,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,9/24/14 19:10,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,9/24/14 19:10,Internet,-33.78815,151.26654
505010152532C,FAIRLIGHT 137 SYDNEY RD,,9/24/14 20:36,Internet,-33.79661,151.27756
505010152532C,FAIRLIGHT 137 SYDNEY RD,,9/24/14 21:28,Internet,-33.79661,151.27756
505010152532C,FAIRLIGHT 137 SYDNEY RD,,9/24/14 21:28,Internet,-33.79661,151.27756
505010152532C,FAIRLIGHT 137 SYDNEY RD,,9/24/14 21:31,Internet,-33.79661,151.27756
505010152532C,FAIRLIGHT 137 SYDNEY RD,,9/24/14 21:31,Internet,-33.79661,151.27756
505010152532C,FAIRLIGHT 137 SYDNEY RD,7aef968bde08f5a426621d2b4c766e2e36c593e6,9/24/14 21:32,Phone,-33.79661,151.27756
505010152532C,FAIRLIGHT 137 SYDNEY RD,,9/24/14 21:41,Internet,-33.79661,151.27756
505010152532C,FAIRLIGHT 137 SYDNEY RD,,9/24/14 21:41,Internet,-33.79661,151.27756
5.05E+12,FAIRLIGHT 137 SYDNEY RD,7aef968bde08f5a426621d2b4c766e2e36c593e6,9/24/14 21:41,Phone,-33.79661,151.27756
505010152532C,FAIRLIGHT 137 SYDNEY RD,,9/25/14 6:43,Internet,-33.79661,151.27756
5.05E+12,MANLY #,,9/25/14 9:21,Internet,-33.796679,151.285293
5.05E+12,MANLY #,,9/25/14 9:21,Internet,-33.796679,151.285293
5.05E+12,HARBORD 22 WAINE ST,,9/25/14 9:22,Internet,-33.779333,151.276901
5.05E+12,HARBORD 22 WAINE ST,,9/25/14 9:25,Internet,-33.779333,151.276901
5.05E+12,HARBORD 22 WAINE ST,,9/25/14 9:25,Internet,-33.779333,151.276901
5.05E+12,KENT #,,9/25/14 10:01,Internet,-33.86633,151.20469
5.05E+12,KENT #,,9/25/14 10:01,Internet,-33.86633,151.20469
5.05E+12,KENT #,,9/25/14 10:01,Internet,-33.86633,151.20469
5.05E+12,KENT #,,9/25/14 10:01,Internet,-33.86633,151.20469
5050101538A9C,KENT #,91aba4a11359ff3af7902428d20cfa7e676c36e7,9/25/14 10:02,Phone,-33.86633,151.20469
5.05E+110,SYDNEY 505 GEORGE ST,,9/25/14 10:11,Internet,-33.87513,151.20584
5.05E+110,SYDNEY 505 GEORGE ST,,9/25/14 10:11,Internet,-33.87513,151.20584
5.05E+110,SYDNEY 505 GEORGE ST,,9/25/14 10:11,Internet,-33.87513,151.20584
5.05E+110,SYDNEY 505 GEORGE ST,b9ac4ec5dea89a5d8cac2854bfa0161989d3aa66,9/25/14 10:11,Phone,-33.87513,151.20584
5.05E+110,SYDNEY 505 GEORGE ST,,9/25/14 10:12,Internet,-33.87513,151.20584
5.05E+110,SYDNEY 505 GEORGE ST,,9/25/14 10:12,Internet,-33.87513,151.20584
5.05E+110,SYDNEY 505 GEORGE ST,,9/25/14 10:12,Internet,-33.87513,151.20584
5.05E+12,SYDNEY 505 GEORGE ST,12e3d1b0c95aa32b6890c4455918dfc10e09fb51,9/25/14 10:12,Phone,-33.87513,151.20584
5.05E+110,SYDNEY 505 GEORGE ST,,9/25/14 10:14,Internet,-33.87513,151.20584
5.05E+110,SYDNEY 505 GEORGE ST,,9/25/14 10:14,Internet,-33.87513,151.20584
5.05E+110,SYDNEY 505 GEORGE ST,,9/25/14 10:14,Internet,-33.87513,151.20584
5.05E+110,SYDNEY 505 GEORGE ST,,9/25/14 10:14,Internet,-33.87513,151.20584
5.05E+110,SYDNEY 505 GEORGE ST,,9/25/14 10:14,Internet,-33.87513,151.20584
505010153744F,CHINATOWN,,9/25/14 11:45,Internet,-33.87829,151.20345
505010153744F,CHINATOWN,,9/25/14 11:45,Internet,-33.87829,151.20345
5050101532B23,CHIPPENDALE,,9/25/14 12:03,Internet,-33.88417103,151.20235
5050101532B23,CHIPPENDALE,,9/25/14 12:07,Internet,-33.88417103,151.20235
5050101532B23,CHIPPENDALE,,9/25/14 12:07,Internet,-33.88417103,151.20235
5050101532B23,CHIPPENDALE,,9/25/14 12:08,Internet,-33.88417103,151.20235
5050101532B23,CHIPPENDALE,,9/25/14 12:11,Internet,-33.88417103,151.20235
5050101532B23,CHIPPENDALE,,9/25/14 12:11,Internet,-33.88417103,151.20235
5050101532B23,CHIPPENDALE,,9/25/14 13:43,Internet,-33.88417103,151.20235
505010153111F,HAYMARKET #,,9/25/14 13:43,Internet,-33.88032891,151.2056904
5050101532B23,CHIPPENDALE,,9/25/14 13:44,Internet,-33.88417103,151.20235
5050101532B23,CHIPPENDALE,,9/25/14 17:27,Internet,-33.88417103,151.20235
5050101532B23,CHIPPENDALE,,9/25/14 17:31,Internet,-33.88417103,151.20235
5050101532B23,CHIPPENDALE,,9/25/14 17:31,Internet,-33.88417103,151.20235
5050101532B23,CHIPPENDALE,,9/25/14 17:46,Internet,-33.88417103,151.20235
5050101532B23,CHIPPENDALE,,9/25/14 17:46,Internet,-33.88417103,151.20235
505010152532C,FAIRLIGHT 137 SYDNEY RD,,9/25/14 19:14,Internet,-33.79661,151.27756
505010152532C,FAIRLIGHT 137 SYDNEY RD,,9/25/14 19:14,Internet,-33.79661,151.27756
5050101532B23,CHIPPENDALE,,9/26/14 8:37,Internet,-33.88417103,151.20235
5050101532B23,CHIPPENDALE,,9/26/14 10:07,Internet,-33.88417103,151.20235
5050101532B23,CHIPPENDALE,,9/26/14 10:07,Internet,-33.88417103,151.20235
5050101532B23,CHIPPENDALE,,9/26/14 10:07,Internet,-33.88417103,151.20235
5050101532B23,CHIPPENDALE,,9/26/14 10:08,Internet,-33.88417103,151.20235
5050101532B23,CHIPPENDALE,,9/26/14 10:08,Internet,-33.88417103,151.20235
505010153111F,HAYMARKET #,,9/26/14 13:24,Internet,-33.88032891,151.2056904
505010153111F,HAYMARKET #,,9/26/14 13:24,Internet,-33.88032891,151.2056904
5050101532B23,CHIPPENDALE,,9/26/14 13:27,Internet,-33.88417103,151.20235
505010153111F,HAYMARKET #,,9/26/14 13:27,Internet,-33.88032891,151.2056904
505010153111F,HAYMARKET #,,9/26/14 13:27,Internet,-33.88032891,151.2056904
5050101532B23,CHIPPENDALE,,9/26/14 17:24,Internet,-33.88417103,151.20235
5050101532B23,CHIPPENDALE,,9/26/14 17:24,Internet,-33.88417103,151.20235
5050101532B23,CHIPPENDALE,,9/26/14 17:27,Internet,-33.88417103,151.20235
5050101532B23,CHIPPENDALE,,9/26/14 17:27,Internet,-33.88417103,151.20235
5050101532B23,CHIPPENDALE,,9/26/14 21:40,Internet,-33.88417103,151.20235
5050101532B23,CHIPPENDALE,,9/26/14 21:40,Internet,-33.88417103,151.20235
505012056EF02,BALGOWLAH HAYES ST,,9/27/14 10:34,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,9/27/14 13:37,Internet,-33.78815,151.26654
5.05E+12,BALGOWLAH VILLAGE SHOPPING CENTRE IBC,,9/27/14 14:54,Internet,-33.793648,151.263934
5.05E+12,BALGOWLAH VILLAGE SHOPPING CENTRE IBC,,9/27/14 14:54,Internet,-33.793648,151.263934
505012056EF02,BALGOWLAH HAYES ST,,9/27/14 15:20,Internet,-33.78815,151.26654
5.05E+12,BALGOWLAH VILLAGE SHOPPING CENTRE IBC,,9/27/14 15:21,Internet,-33.793648,151.263934
5.05E+12,BALGOWLAH VILLAGE SHOPPING CENTRE IBC,,9/27/14 15:21,Internet,-33.793648,151.263934
5.05E+12,BALGOWLAH VILLAGE SHOPPING CENTRE IBC,,9/27/14 15:24,Internet,-33.793648,151.263934
5.05E+12,BALGOWLAH VILLAGE SHOPPING CENTRE IBC,,9/27/14 15:24,Internet,-33.793648,151.263934
505010152046F,BALGOWLAH TE,,9/27/14 15:24,Internet,-33.79345,151.2631
505012056EF02,BALGOWLAH HAYES ST,,9/27/14 15:26,Internet,-33.78815,151.26654
5.05E+12,MANLY #,,9/27/14 17:45,Internet,-33.796679,151.285293
5.05E+12,MANLY #,,9/27/14 17:45,Internet,-33.796679,151.285293
505010152532C,FAIRLIGHT 137 SYDNEY RD,,9/27/14 17:45,Internet,-33.79661,151.27756
5.05E+12,MANLY #,,9/27/14 18:00,Internet,-33.796679,151.285293
505010152532C,FAIRLIGHT 137 SYDNEY RD,,9/27/14 18:00,Internet,-33.79661,151.27756
505010152532C,FAIRLIGHT 137 SYDNEY RD,,9/27/14 18:01,Internet,-33.79661,151.27756
505010152532C,FAIRLIGHT 137 SYDNEY RD,,9/27/14 18:30,Internet,-33.79661,151.27756
505010152532C,FAIRLIGHT 137 SYDNEY RD,,9/27/14 18:30,Internet,-33.79661,151.27756
505010152532C,FAIRLIGHT 137 SYDNEY RD,,9/27/14 18:34,Internet,-33.79661,151.27756
505010152532C,FAIRLIGHT 137 SYDNEY RD,,9/27/14 18:42,Internet,-33.79661,151.27756
505010152532C,FAIRLIGHT 137 SYDNEY RD,,9/27/14 18:42,Internet,-33.79661,151.27756
5.05E+12,MANLY SOUTH STEYNE,,9/27/14 18:47,Internet,-33.79948,151.28934
505010152532C,FAIRLIGHT 137 SYDNEY RD,,9/27/14 18:52,Internet,-33.79661,151.27756
505012056EF02,BALGOWLAH HAYES ST,,9/27/14 19:38,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,9/27/14 19:38,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,9/27/14 19:38,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,9/27/14 22:36,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,9/27/14 22:36,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,9/27/14 22:37,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,9/28/14 2:59,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,9/28/14 7:29,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,9/28/14 7:55,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,9/28/14 7:55,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,9/28/14 7:55,Internet,-33.78815,151.26654
5.05E+12,HARBORD 22 WAINE ST,,9/28/14 7:55,Internet,-33.779333,151.276901
505012056EF02,BALGOWLAH HAYES ST,,9/28/14 8:01,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,9/28/14 8:02,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,9/28/14 8:02,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,9/28/14 8:03,Internet,-33.78815,151.26654
5.05E+12,HARBORD 22 WAINE ST,,9/28/14 8:22,Internet,-33.779333,151.276901
5.05E+12,HARBORD 22 WAINE ST,,9/28/14 8:22,Internet,-33.779333,151.276901
505012056EF02,BALGOWLAH HAYES ST,,9/28/14 8:23,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,9/28/14 11:27,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,9/28/14 11:27,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,9/28/14 11:28,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,9/28/14 11:56,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,9/28/14 11:56,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,9/28/14 11:59,Internet,-33.78815,151.26654
5.05E+12,BALGOWLAH HAYES ST,1f07e1e8ac6e594c7fd72f116f662592294e5d79,9/28/14 12:02,SMS,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,1f07e1e8ac6e594c7fd72f116f662592294e5d79,9/28/14 12:02,SMS,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,9/28/14 12:12,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,9/28/14 12:12,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,9/28/14 12:12,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,9/28/14 12:40,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,9/28/14 12:46,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,9/28/14 12:46,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,91aba4a11359ff3af7902428d20cfa7e676c36e7,9/28/14 12:46,Phone,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,9/28/14 12:47,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,9/28/14 13:03,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,9/28/14 14:11,Internet,-33.78815,151.26654
